ID,Age ,Income,Car,Prop,Biz,Debtmonthly,debtmaturity,family,responsibility,skepticisim,determinism,introvert,informed,cash_p,satisfaction
8762,30,13027,3903,1092634,1231065,7871,17,2,4,4,1,1,5,5,4
8763,27,19931,4928,1097669,1033452,1686,11,2,4,4,1,4,5,2,2
8764,27,22197,18085,496888,280846,9811,153,2,4,5,1,4,3,5,5
8765,31,41448,24525,1039391,200346,2764,165,4,5,5,1,3,3,2,1
8766,32,24764,12329,299788,672264,3074,117,1,5,3,3,1,4,2,4
8767,24,33164,71612,1034163,261570,8434,218,4,3,2,3,3,5,5,3
8768,33,14946,21286,932043,353745,8524,110,1,5,5,5,1,3,1,4
8769,28,27907,68523,529450,802383,2059,103,4,1,2,1,3,5,2,1
8770,32,18113,5428,112152,241705,9434,153,5,3,1,5,5,3,2,1
8771,26,27519,26273,538541,1248181,1545,142,4,4,5,1,5,4,4,5
8772,30,35441,1549,614461,679273,904,158,3,1,1,4,4,5,2,4
8773,24,25779,47294,830746,814945,4621,199,5,1,2,1,3,3,1,1
8774,26,43279,74629,1043132,232886,1329,83,2,3,3,2,1,5,3,4
8775,24,19538,27231,171693,996603,6670,55,1,4,4,3,3,5,1,5
8776,29,22436,84423,947950,1109889,406,151,2,3,2,5,5,4,3,3
8777,31,30486,87169,863136,601997,6301,216,1,1,1,5,3,5,1,1
8778,24,25567,330,973883,506723,3256,102,1,2,1,1,2,3,5,2
8779,28,22906,47842,346412,801609,4664,94,4,3,1,2,1,2,4,1
8780,25,20823,8352,180966,273904,3250,150,4,2,3,1,2,1,2,3
8781,26,34690,86493,412393,336619,7,36,1,5,5,4,4,1,3,5
8782,34,28214,14474,734914,429139,4608,56,5,2,5,5,3,4,5,1
8783,31,34981,28894,414732,645149,8110,152,4,1,4,3,2,4,1,3
8784,25,14460,70127,1098448,9241,4171,93,4,2,5,4,1,4,1,2
8785,25,35730,28306,567031,261714,8097,110,5,3,1,1,5,5,3,1
8786,29,35232,86280,1048244,87557,1854,216,1,3,1,5,1,1,5,5
8787,34,34363,52622,267165,689759,8884,239,4,1,1,5,1,3,1,4
8788,34,30822,61623,400277,528914,3990,229,1,5,5,5,3,5,5,1
8789,29,19535,78778,524922,374394,1547,200,3,5,5,3,2,4,1,3
8790,24,40228,87595,51408,1224357,4245,166,4,3,1,3,1,1,3,1
8791,29,8497,8088,1006304,434553,2112,147,4,3,1,1,4,1,3,4
8792,28,22949,62986,37855,365411,2968,60,2,1,2,3,5,4,5,1
8793,35,41256,65514,712104,1138955,8743,200,1,3,5,4,1,4,5,2
8794,35,14209,83165,793910,1117230,496,139,4,2,5,1,3,4,4,4
8795,26,37161,60346,617668,369301,9464,47,4,1,2,5,3,2,1,5
8796,32,33205,82042,594286,220970,7384,59,3,2,3,1,2,2,4,5
8797,31,19166,48495,742620,524475,8032,53,2,5,3,1,4,2,5,3
8798,28,28717,42977,1149511,949276,7885,37,4,5,1,2,5,2,1,4
8799,25,43054,19060,796955,1022510,3571,85,2,5,3,5,2,5,2,2
8800,31,28220,43821,930714,348613,4995,113,4,4,1,4,1,3,4,3
8801,26,20707,41763,992143,605095,9692,165,1,3,5,3,5,2,2,1
8802,25,15249,35666,765087,245530,4163,163,1,4,2,3,2,1,3,2
8803,35,35166,16237,662191,142715,9063,69,4,4,4,1,4,4,2,1
8804,25,15669,5915,1045992,613182,757,149,1,5,1,3,2,1,3,3
8805,35,18940,42125,628840,1003090,4106,137,3,3,3,1,4,2,2,1
8806,34,8078,520,1055010,1060778,1114,198,5,3,5,1,5,2,1,3
8807,25,17280,39402,1176872,1004073,4981,130,3,3,3,3,4,4,3,1
8808,32,30147,35154,516554,1014873,6371,158,4,5,5,2,4,5,1,3
8809,24,36516,7309,479649,243539,3202,18,1,1,1,2,5,2,1,5
8810,30,14565,81199,282522,544156,4317,173,3,3,4,4,2,3,3,1
8811,33,13447,11502,964113,9301,9781,113,1,2,3,4,1,4,2,2
8812,33,40846,24958,68975,824351,3586,118,5,5,1,2,2,2,4,5
8813,31,19824,26516,319903,394246,8224,120,2,4,3,1,4,1,5,4
8814,28,17671,16551,409836,731914,5681,238,5,5,4,5,3,1,3,2
8815,27,16643,77133,597554,1241066,1591,200,3,1,2,3,2,1,2,1
8816,30,12345,15065,1150618,310630,4934,49,4,5,3,1,5,5,4,2
8817,30,22377,514,1221061,545073,8712,79,5,2,2,2,2,5,3,2
8818,24,28287,84678,1035628,179620,5637,60,5,2,4,4,5,5,2,5
8819,29,40705,7307,1049372,741441,5378,104,3,1,5,2,5,2,1,4
8820,25,13627,49868,896029,1219586,5802,56,2,4,3,4,1,2,3,1
8821,27,29541,81960,389174,531377,4332,75,3,3,1,1,4,2,2,2
8822,32,23557,61768,666362,185208,390,229,2,5,3,1,1,4,5,2
8823,24,44807,28443,1022626,583989,1260,198,2,2,4,3,4,5,1,5
8824,26,9508,42361,179263,634281,965,186,4,2,5,4,3,4,5,3
8825,35,16990,69424,617755,823442,8442,143,2,4,3,1,1,1,3,3
8826,29,10133,44586,582188,218201,3081,79,3,2,2,2,2,4,2,5
8827,32,37105,7712,357470,837046,6402,89,4,1,2,2,1,4,5,3
8828,24,15623,56126,804107,1083347,1984,60,4,1,4,3,3,2,1,1
8829,27,33168,77611,637774,157391,6243,157,2,3,4,2,2,3,4,1
8830,31,19942,57333,88740,260985,9389,45,3,2,2,5,1,1,1,3
8831,34,27494,8400,1013790,725472,5928,59,1,1,3,1,4,4,4,2
8832,25,39852,37389,60409,822504,8523,63,5,5,2,5,4,5,5,1
8833,28,34168,48035,597777,600349,1281,229,3,2,1,1,5,5,3,3
8834,27,14537,48188,994626,189932,1133,158,5,1,5,1,1,3,3,1
8835,28,26578,41132,1188718,240956,3840,215,3,2,5,3,5,1,5,4
8836,24,37297,55439,547880,139302,8452,85,1,2,1,5,5,3,1,2
8837,31,9680,35153,949261,480667,3390,178,5,4,1,3,1,4,5,3
8838,24,31937,45230,647808,552800,2181,161,1,5,4,4,2,1,5,4
8839,29,39929,25792,943276,93355,7893,79,2,1,5,3,2,1,1,1
8840,29,16204,63540,324169,222357,9328,39,3,5,1,5,3,4,4,2
8841,26,18788,25784,1220081,23672,7947,186,2,5,5,1,2,5,3,2
8842,30,16308,49795,745283,933222,4220,178,2,2,5,1,1,4,4,5
8843,31,27561,52873,430754,1236807,4977,138,3,2,3,5,1,1,5,3
8844,33,42517,20448,457859,820498,6034,140,2,1,2,4,5,5,2,3
8845,31,37721,41302,704697,535875,7356,109,2,2,1,4,4,4,5,5
8846,34,33543,85192,537070,517128,6591,183,3,5,4,1,5,5,2,2
8847,33,11658,89018,1201033,259763,2766,166,3,2,2,2,5,4,4,4
8848,34,34626,77253,851931,586578,6634,14,5,1,1,4,1,4,3,4
8849,26,30902,65187,245738,315687,851,179,5,1,2,5,2,4,4,5
8850,29,17628,61668,274369,376593,8717,239,2,5,1,1,5,4,5,3
8851,28,35289,44440,868907,297812,2252,55,4,3,4,3,3,5,2,5
8852,30,30099,89331,885882,192858,8004,25,1,4,3,5,2,5,5,3
8853,26,32783,37976,901365,183132,8760,39,5,1,5,5,3,5,4,3
8854,33,24846,53120,174259,821842,3867,36,2,3,4,1,1,4,5,5
8855,24,40109,20835,447706,963148,7139,17,4,4,4,1,5,1,2,5
8856,30,16650,32344,539916,380080,9979,22,5,1,3,2,5,2,5,1
8857,29,16496,40134,130272,164704,6225,133,3,3,1,2,5,4,1,3
8858,33,40585,26325,944421,2352,2732,199,1,3,5,2,2,5,3,4
8859,27,13169,32163,602317,1167301,4253,18,1,1,3,3,3,5,1,2
8860,34,38100,87939,606900,398830,2638,189,5,3,1,3,4,4,5,4
8861,30,22730,80951,1232862,950897,5019,122,4,1,3,1,2,2,2,3
8862,34,24050,33505,452797,459877,1894,51,3,2,3,4,1,1,4,4
8863,27,38784,68340,483522,53375,2267,147,1,1,5,4,2,5,3,1
8864,35,38726,25388,239915,1016801,1870,116,1,4,1,5,1,2,4,3
8865,34,42931,2294,215954,1071378,4741,17,5,5,2,5,1,2,5,2
8866,27,34434,70485,241895,300533,1400,217,2,3,4,1,1,3,5,2
8867,24,10867,26254,82434,206643,7143,109,2,4,3,5,5,5,3,2
8868,32,28100,34876,1109135,213479,7359,67,5,5,1,1,2,3,2,2
8869,35,13834,24438,181847,1197868,6625,65,3,4,2,4,5,3,2,5
8870,31,37611,87145,223644,216780,2787,185,3,3,4,2,5,2,5,2
8871,30,39351,86263,1215659,1223167,3503,207,1,5,4,3,4,4,4,1
8872,24,33501,74940,591688,1177894,9917,52,3,2,5,2,5,1,5,2
8873,33,38634,14597,326059,533086,4075,226,5,2,1,4,2,3,1,1
8874,26,22607,24341,1216455,192545,8061,136,5,3,4,5,1,1,4,2
8875,26,31717,34711,1236444,1002948,4632,161,3,4,3,3,1,2,5,3
8876,31,13933,41061,814677,470002,8983,85,3,1,2,2,3,2,3,5
8877,30,44014,73144,960565,1012092,1682,65,3,3,1,5,5,3,1,2
8878,25,25716,71609,162784,93086,5219,74,5,1,5,1,1,3,2,2
8879,31,26786,40760,1054026,835822,1493,121,4,3,1,4,5,4,5,1
8880,27,22083,4372,4248,480458,3198,215,4,1,2,4,1,5,5,1
8881,31,19633,11575,550418,689244,9852,146,4,5,2,1,2,5,4,3
8882,33,26581,78850,77747,431611,7021,145,4,4,3,5,3,2,1,4
8883,26,19745,89385,1214677,775544,1848,77,2,1,1,2,4,1,5,5
8884,24,41097,641,836555,30389,8076,78,3,5,3,3,3,4,5,1
8885,31,39732,63954,112516,29006,8341,158,5,3,1,2,2,4,4,4
8886,25,28497,4795,931440,357273,4106,70,4,2,5,3,4,3,2,5
8887,27,12533,76178,919347,941218,8754,71,5,2,2,2,5,5,3,5
8888,30,32621,69584,730340,971180,7075,81,1,4,2,2,5,3,1,5
8889,27,40664,12388,1065441,46564,8466,229,3,5,5,1,5,5,5,1
8890,33,18975,73872,11333,1214915,9713,23,5,1,4,5,1,3,5,4
8891,33,42519,37613,1077544,1144884,6773,65,1,2,3,3,5,5,2,1
8892,27,26000,7499,895698,234749,178,156,3,2,4,2,5,5,5,3
8893,31,33391,72209,195972,543898,5493,172,5,1,5,4,4,2,2,2
8894,33,24695,75731,891350,983371,6144,139,3,2,5,3,5,4,2,2
8895,24,29115,24756,1034020,1161460,5110,42,2,2,2,2,1,5,1,2
8896,34,43089,22988,615512,888432,8966,156,1,5,4,1,2,1,5,5
8897,30,43933,700,177294,1231383,628,3,2,4,3,5,1,4,3,1
8898,27,25110,32307,217142,860460,9996,171,1,5,2,1,5,3,1,1
8899,29,36426,17445,84566,958265,2933,14,4,1,1,5,4,4,5,4
8900,27,31985,37434,265697,227394,4065,103,4,2,2,5,2,5,3,2
8901,27,33750,27977,143694,962535,3694,191,4,3,4,3,1,2,4,1
8902,33,36129,82630,80387,1105548,3124,56,3,5,4,4,3,5,5,2
8903,30,39841,88587,162796,1196605,8293,67,5,4,1,1,1,1,2,2
8904,27,12135,33233,189213,2847,10,57,4,2,3,3,5,5,4,3
8905,29,32463,72482,592947,865553,2942,239,5,4,4,5,3,5,5,4
8906,34,12091,75205,17973,406204,8087,65,5,2,1,5,5,4,2,2
8907,29,16171,13498,407059,336637,3551,187,5,2,3,4,1,1,3,1
8908,31,44570,66340,84067,744643,5317,79,1,3,2,1,4,5,4,5
8909,26,37821,69369,374289,973641,9964,21,1,4,1,2,3,5,2,2
8910,29,34760,54525,318440,722219,5073,237,2,1,2,2,1,4,3,1
8911,34,24423,59695,1102676,777181,727,105,2,5,1,3,2,5,4,5
8912,31,24217,13493,591828,1121899,8673,213,2,5,5,2,2,1,2,2
8913,31,39896,23513,101820,237564,6218,115,4,2,5,4,4,2,1,3
8914,31,8138,78954,479629,786176,7400,74,5,5,1,1,1,4,2,2
8915,31,32483,89524,337980,1114122,7767,99,4,5,1,2,5,4,4,2
8916,32,42229,14583,356568,236624,6970,187,1,4,3,5,2,2,1,5
8917,24,21394,5990,364472,328501,7456,115,1,5,1,3,2,3,4,1
8918,24,39805,42787,1041856,817149,9871,186,1,2,5,3,5,5,1,1
8919,27,17079,23226,102026,537455,8062,209,3,5,5,4,1,3,1,1
8920,34,17186,88475,338006,677168,2279,203,5,5,1,2,3,4,2,2
8921,31,31011,11207,1143581,964184,2949,48,4,5,4,1,5,5,1,3
8922,25,22796,88859,303941,149779,9659,225,5,2,1,1,3,1,1,3
8923,33,21844,6053,966728,1125329,1159,226,2,1,3,2,2,2,5,2
8924,31,15667,26460,933508,1244031,4812,46,4,2,1,4,2,5,4,1
8925,26,29061,63455,1148383,1143517,5037,159,3,4,2,4,1,2,1,3
8926,29,29279,82271,705524,985831,9288,18,3,4,5,4,1,4,4,2
8927,28,25590,87537,583683,558666,5300,65,4,5,4,3,4,3,1,1
8928,32,41904,10384,143766,522251,2879,9,4,5,5,5,4,2,3,4
8929,26,22060,26485,460964,1160724,8570,8,2,4,4,5,5,3,3,1
8930,25,18422,60866,123989,1032839,2237,112,5,3,1,2,2,3,1,2
8931,35,23106,76479,113554,1046816,8971,138,4,2,4,2,3,2,5,3
8932,29,21948,2746,1134743,1101719,3064,95,4,5,3,1,1,1,3,5
8933,29,44877,31587,503140,1194133,5540,78,2,5,4,4,2,5,3,3
8934,30,28223,7723,922874,205221,1806,168,3,2,1,5,3,4,4,4
8935,27,26278,81262,297495,12566,1144,46,1,3,2,5,1,5,4,5
8936,26,22850,20604,145466,711397,7318,109,5,4,3,1,2,3,2,5
8937,32,15809,19460,675795,601359,7127,163,3,1,1,5,2,1,5,1
8938,32,8731,15422,149921,554328,5104,67,2,1,5,2,5,1,1,5
8939,31,16744,62209,1087060,20448,6102,219,1,5,3,1,4,1,2,4
8940,28,35454,42918,422496,118715,7633,176,4,3,5,3,3,3,4,3
8941,35,26128,79726,229422,1242737,1958,36,1,4,5,4,5,5,2,3
8942,26,23052,2713,228330,173718,1288,234,1,2,3,4,5,1,5,1
8943,31,8121,83106,186950,101413,7951,224,3,3,5,3,1,1,1,1
8944,31,43148,74927,483680,878017,4305,9,2,3,1,4,1,2,1,5
8945,24,22041,31427,862377,753131,7643,74,3,3,1,5,5,4,2,3
8946,34,15596,78909,62592,544038,9445,1,1,5,5,2,2,4,3,5
8947,33,14625,13727,235989,807108,570,3,4,5,5,4,2,2,4,3
8948,32,37870,43793,673552,999714,4455,59,2,5,5,1,2,4,4,4
8949,27,15936,59487,243197,1078460,4954,142,4,2,3,1,1,3,5,5
8950,29,35137,80379,565152,691266,121,74,4,3,4,1,1,1,3,5
8951,32,39439,41366,555400,961913,5955,36,1,4,2,5,1,1,1,1
8952,35,44360,60595,58444,1042947,9090,174,5,1,1,3,5,1,3,4
8953,31,38451,85267,1208255,879323,499,227,2,4,3,5,5,2,2,4
8954,26,9267,54953,375139,373610,7123,20,3,5,3,1,5,5,3,2
8955,29,36082,17508,707284,1098400,2070,114,3,3,4,5,1,3,4,1
8956,24,20970,7200,567741,172303,3019,190,1,5,5,1,1,3,5,5
8957,33,30539,16860,509186,805984,9791,115,3,3,1,1,2,5,2,3
8958,26,11052,14296,315215,353199,4197,189,4,4,5,5,2,5,1,1
8959,29,14410,84424,306833,690773,2012,68,5,2,1,3,2,2,4,2
8960,35,38050,71582,643917,1142347,2686,6,1,1,4,5,2,4,4,4
8961,26,30794,13197,773069,676706,9952,49,2,4,4,4,2,5,5,1
8962,32,36416,21000,892915,921856,4044,89,5,3,5,2,2,4,5,4
8963,27,24574,22872,604717,123556,4895,234,5,4,1,5,5,4,5,2
8964,28,33757,68354,581637,1069769,9741,82,2,1,5,2,5,5,1,2
8965,31,38738,1368,1090841,917720,5215,101,4,3,4,4,3,1,1,3
8966,25,25888,76130,717997,1141914,1064,162,5,5,2,1,3,2,4,5
8967,27,36982,86887,927273,361541,395,171,2,1,4,3,4,3,4,4
8968,30,25972,85674,1182886,445064,2348,221,5,5,3,2,3,3,3,4
8969,27,18939,37234,929599,620761,3348,191,5,3,1,2,1,4,3,3
8970,29,25118,56882,407273,336533,4002,152,3,4,3,4,1,3,4,5
8971,27,22299,55166,245384,845234,9761,66,1,5,5,2,1,4,4,5
8972,29,43142,21984,912215,728571,3155,115,1,5,3,4,2,3,3,5
8973,26,44885,61150,116919,1155614,6129,124,5,5,3,1,1,5,2,2
8974,24,13138,65521,314851,486671,8445,235,5,3,1,3,5,1,5,1
8975,27,22118,85658,214958,615197,4641,26,2,2,3,3,3,1,2,5
8976,28,32548,82626,1112206,635419,5179,26,5,4,2,2,5,2,1,5
8977,28,35529,55159,57158,615729,1855,33,3,3,4,4,3,1,1,4
8978,27,29246,19095,443934,267789,7631,196,5,1,2,2,1,1,4,1
8979,27,25319,27711,1007648,852664,9887,89,4,3,1,2,2,4,1,2
8980,34,8798,30608,669851,544496,1132,150,4,1,2,5,1,5,2,1
8981,35,39259,57126,491807,900060,2021,201,2,3,5,1,5,3,2,3
8982,27,28223,42105,113828,776948,4572,2,3,1,5,4,4,1,3,2
8983,26,22663,904,199017,601669,1769,104,4,2,4,4,5,1,5,3
8984,24,27412,33288,596772,600351,8315,17,4,2,5,5,2,2,2,3
8985,33,24310,9659,424111,177163,213,136,3,4,4,1,3,2,5,3
8986,31,25879,62985,619167,844607,5676,179,1,1,3,1,4,4,4,5
8987,26,13220,32645,806326,139165,7894,214,3,1,3,5,4,4,5,2
8988,32,16064,88948,746816,429689,8546,127,3,1,4,1,2,2,3,3
8989,28,15620,80060,179895,442557,2318,191,5,1,2,3,5,2,2,3
8990,27,27080,81870,711669,1232800,7943,203,5,2,1,3,3,4,4,5
8991,34,33823,84736,1180729,958012,8838,91,1,5,2,1,1,4,4,2
8992,34,23167,88667,682739,228914,8430,231,4,2,2,1,3,2,2,4
8993,27,24956,34034,742174,968425,101,226,2,4,3,2,3,2,4,5
8994,34,31833,20422,108702,194801,3634,231,3,1,2,1,3,5,3,5
8995,24,18111,30614,529911,81890,2393,49,5,4,1,4,1,2,2,2
8996,30,36215,8206,142320,231773,2724,41,5,1,2,3,4,5,3,4
8997,29,13615,19749,485067,580504,8057,177,1,2,2,2,3,2,2,5
8998,26,14835,3432,699840,85419,2716,222,2,4,1,4,5,3,2,2
8999,30,8085,4960,23241,407355,3333,151,4,3,2,3,4,5,1,4
9000,29,26168,57001,615347,1007617,172,63,5,2,4,5,2,2,3,2
9001,31,9141,17712,458484,1138202,437,13,2,3,2,5,4,1,1,2
9002,34,38329,71020,418205,41437,8505,183,1,1,1,2,1,3,1,5
9003,26,19094,86071,789913,297232,8102,161,3,3,5,3,1,2,4,3
9004,33,20077,42071,161764,1216133,1207,4,4,2,4,3,5,4,4,4
9005,32,11062,35819,853133,311287,1987,230,3,1,2,2,3,5,1,2
9006,24,27071,16881,987352,12341,2004,52,4,3,3,4,5,4,3,2
9007,32,43405,11866,252613,1017201,9227,102,2,5,1,1,3,2,2,5
9008,33,13965,21616,440916,1057720,4453,218,1,1,2,4,2,4,1,3
9009,34,32373,60166,842918,1224032,2652,10,4,1,2,3,1,2,3,5
9010,31,8023,63049,824233,1062031,2094,155,1,3,1,4,4,4,1,1
9011,34,36838,219,822312,1141821,4076,138,5,1,5,1,1,5,2,5
9012,30,34015,22403,935872,974766,8956,64,4,4,3,1,2,2,4,5
9013,28,13266,85452,970553,694883,5530,220,1,5,1,3,1,5,3,3
9014,27,10791,59206,831471,248833,7836,94,2,4,2,5,3,4,3,2
9015,33,40071,21309,1020038,237930,9939,62,5,2,4,4,5,1,2,4
9016,32,10021,41169,100731,390860,8181,147,5,4,4,2,3,1,3,2
9017,26,44399,14275,925065,950317,1261,58,1,2,1,1,3,2,5,3
9018,34,36674,62157,500834,837119,6416,74,4,1,5,5,1,4,4,1
9019,24,21511,47644,188545,821995,8925,194,2,3,4,4,3,4,4,1
9020,31,31513,48589,536155,120322,6366,124,3,5,2,4,4,5,5,2
9021,26,13507,3860,827665,1056221,3515,120,2,4,1,4,2,1,4,3
9022,34,12591,30268,282749,1233587,4742,226,1,1,4,4,3,3,4,1
9023,24,30790,84865,11873,1061014,413,97,1,2,5,3,4,5,1,3
9024,34,30122,62278,1072595,434604,5019,45,3,3,1,4,5,4,3,1
9025,27,37505,70724,412898,1182551,5915,238,4,3,2,2,3,1,5,3
9026,33,24852,31426,345863,384697,8455,23,4,5,3,1,2,5,5,4
9027,28,11373,7141,408258,796643,7885,220,1,5,1,4,5,1,1,1
9028,25,34852,50694,712957,373059,7357,67,4,2,4,2,2,3,4,3
9029,30,15819,84893,964067,1139893,5379,112,2,5,2,3,5,2,2,2
9030,31,9316,80364,383141,521838,1983,102,3,3,1,2,3,2,4,4
9031,26,43517,51271,845634,1029602,3001,43,1,3,5,1,2,5,1,1
9032,35,22252,45406,313874,814118,383,198,3,5,2,5,2,5,5,4
9033,32,38162,50440,534673,893947,2929,169,3,1,1,2,3,3,3,1
9034,32,35344,23898,941747,94795,9658,44,2,2,1,4,3,1,4,2
9035,24,24241,10253,1027100,429819,7724,183,5,2,4,3,2,2,3,1
9036,25,44591,82512,993651,1136026,3543,157,4,4,4,5,3,2,1,1
9037,33,16903,54749,841395,909845,7363,140,4,3,5,4,5,5,4,2
9038,32,19693,20594,712928,1012453,6967,46,4,4,2,4,2,5,4,4
9039,31,33495,6245,426578,1013683,1781,119,4,5,2,5,1,4,4,5
9040,34,16864,14044,124600,411888,8744,212,3,2,4,1,3,4,4,1
9041,26,37200,53381,381959,106091,2561,115,4,3,1,3,4,3,4,3
9042,25,34757,34296,841840,219507,3690,192,3,1,5,4,1,5,2,5
9043,34,25586,75138,83557,254432,8360,93,4,5,5,2,4,5,2,3
9044,27,28202,51559,986827,387279,4881,230,3,4,4,4,2,5,2,2
9045,32,41596,27953,644026,319027,4614,226,4,1,2,1,3,5,2,3
9046,24,42692,71580,713370,1152118,2213,159,5,5,5,4,1,1,3,5
9047,27,28292,83180,1043197,280366,5490,157,5,1,4,4,4,2,1,4
9048,24,31866,83840,419691,1082051,7066,11,4,3,3,1,4,5,4,5
9049,28,36614,36111,1243978,174085,1241,165,4,5,1,2,3,4,2,4
9050,33,42676,39079,331128,746808,4689,211,3,2,2,4,2,4,5,5
9051,25,40702,37990,204075,52199,9201,108,4,3,5,1,4,5,1,5
9052,27,44958,78138,369064,631287,5015,104,2,4,3,5,5,3,4,2
9053,33,12384,8831,814015,71740,3262,69,3,2,1,4,2,2,4,5
9054,34,15281,39051,1071098,506174,8295,214,1,2,3,4,4,1,3,2
9055,26,34089,60056,207286,29897,6297,152,3,1,4,5,2,2,4,3
9056,27,20714,12639,1181099,774709,5153,98,5,1,2,3,5,2,1,5
9057,28,25679,35278,1173238,95027,9901,21,5,1,5,4,1,3,1,3
9058,27,38523,43469,243987,357940,6053,65,3,2,2,4,2,4,4,1
9059,25,23019,2053,603219,1158309,745,175,3,3,1,2,2,5,4,5
9060,34,17920,80247,1201265,875523,4707,87,3,1,5,5,1,2,4,3
9061,26,20926,13929,1121427,552346,7382,179,3,1,2,4,4,3,3,2
9062,32,18191,32908,51449,685699,1223,10,4,1,2,1,4,1,2,4
9063,27,16293,1119,921524,1201801,57,34,4,5,2,3,1,2,3,1
9064,25,44534,55977,1248346,764880,4056,82,5,1,1,3,4,1,2,3
9065,30,10720,35825,196518,858479,1270,189,3,3,2,1,3,5,1,4
9066,35,31188,45929,988383,293166,9122,111,5,3,2,3,5,1,5,4
9067,24,21042,46972,810007,428394,988,57,4,1,4,4,1,1,5,1
9068,26,25673,39717,342733,685127,9602,222,1,1,3,3,1,5,4,2
9069,27,8214,605,147852,528999,9704,161,1,5,5,3,4,4,1,5
9070,28,41379,60933,1221735,439879,3223,174,4,3,5,3,3,1,5,5
9071,30,8394,26001,226339,1090763,8898,85,4,4,1,2,4,4,5,1
9072,27,32553,74939,501658,299631,629,21,4,5,2,2,1,5,4,4
9073,34,43183,78748,887554,936662,4389,28,2,2,1,4,5,4,3,4
9074,32,34093,18686,246671,468943,6386,237,1,3,4,4,4,1,1,5
9075,31,31610,31942,1165805,662236,1397,113,1,1,3,5,4,4,4,1
9076,25,39564,75922,40052,1249699,9963,104,3,1,4,3,5,2,1,2
9077,24,12089,2353,424692,117520,607,55,3,4,3,5,4,5,2,1
9078,28,25528,11415,516521,542199,1567,2,3,2,5,3,2,2,3,1
9079,24,29625,33279,1223130,1163400,440,96,5,4,1,3,1,5,5,1
9080,35,29889,76479,277270,535659,319,13,1,4,5,1,5,3,5,3
9081,25,30702,22124,947944,552406,15,175,3,5,4,2,1,5,1,2
9082,24,29613,8540,1050404,49983,9504,105,4,3,2,1,5,1,1,2
9083,25,26940,61036,211624,1205302,9417,200,3,2,5,5,2,3,4,1
9084,33,17341,6884,1098268,799437,2933,91,4,1,3,1,1,3,4,4
9085,30,23151,67534,408809,748242,8102,226,2,5,3,1,4,4,2,4
9086,28,8912,31713,655890,877731,6709,167,2,3,5,3,3,1,3,2
9087,24,33320,77406,678056,1109877,2630,222,4,1,4,5,4,1,3,4
9088,31,26074,60541,1224613,1066341,3077,69,5,5,2,5,4,3,5,2
9089,24,11253,21653,285957,422672,2607,235,1,1,2,3,4,3,4,4
9090,24,16244,17344,264673,1094427,6315,204,5,5,3,3,2,5,2,3
9091,28,42730,11317,390938,683325,7003,160,2,5,4,4,4,5,1,3
9092,27,11332,64228,512287,739721,7808,190,4,1,1,5,3,2,3,3
9093,30,24906,83983,212390,527132,8167,120,4,1,1,4,3,1,5,1
9094,29,16955,16943,307633,979957,7003,214,4,4,3,4,3,3,5,4
9095,34,9609,54815,256937,896896,9297,208,2,1,4,1,4,2,5,3
9096,34,41443,13740,796765,1106198,859,10,5,5,5,1,5,5,3,5
9097,25,26275,24285,383070,673509,2532,171,4,2,5,3,5,2,4,3
9098,30,11481,66596,980017,321983,3177,233,4,3,4,3,1,1,3,4
9099,33,24431,72861,1065146,455149,5345,213,4,1,4,2,3,1,4,3
9100,27,16117,3672,1212699,965094,5058,127,2,3,1,1,1,5,3,5
9101,33,24159,24679,773481,1146588,9254,132,3,3,5,5,5,3,4,1
9102,33,12518,4089,561955,553540,203,114,2,4,5,3,4,1,1,5
9103,28,44982,30826,131837,687254,7765,63,5,5,2,2,5,5,4,4
9104,34,33548,62891,405646,750099,7602,84,3,2,2,2,1,3,5,3
9105,32,38979,4912,1051735,917476,7184,2,5,5,1,4,3,4,1,1
9106,32,38282,79147,791257,661546,3451,134,4,3,2,4,5,5,3,1
9107,24,17714,54451,385532,694458,7381,240,3,1,1,2,2,5,1,1
9108,27,28890,47040,346805,545336,8951,110,1,2,5,3,4,1,2,3
9109,32,17184,59752,419980,77564,8637,160,4,5,4,1,3,5,2,1
9110,24,32408,83868,656814,112564,7569,156,2,1,4,3,3,3,4,1
9111,33,25366,26849,1006857,1186394,1029,187,4,2,3,4,4,5,5,1
9112,28,36510,44245,57192,621673,4924,110,1,1,2,1,2,5,5,5
9113,35,35983,6812,815315,934022,8691,37,5,2,1,5,4,2,2,1
9114,34,22143,49423,878806,587985,5375,190,3,2,3,2,1,3,2,5
9115,29,17922,60342,450022,1030152,5717,168,4,3,3,2,1,4,5,1
9116,32,25846,69014,408693,912468,8468,134,3,5,5,4,4,2,5,5
9117,26,15843,37400,214542,936262,8395,156,1,1,4,4,5,4,2,4
9118,31,20382,13710,913117,984466,9216,38,3,5,2,2,2,2,5,4
9119,27,12158,67872,1247778,386914,3403,48,2,2,3,4,3,1,2,4
9120,30,26812,31866,133613,1132262,8647,176,2,5,3,4,3,4,5,1
9121,35,26049,68597,136298,493747,541,79,5,2,1,2,2,1,2,2
9122,27,13391,63594,117028,231085,1356,156,5,2,4,5,1,2,2,3
9123,31,33443,15576,753648,1124713,9519,71,5,5,3,4,1,5,3,1
9124,29,24201,16421,783682,1138396,8536,229,2,1,4,5,1,2,1,3
